Employee numbers,First Name,Last Name,Department Name
234234,Edwin,Minakawa,Development
19586,Hirochika,Minakawa,Development
476016,Jasminko,Minakawa,Development
17874,Rutger,Minakawa,Sales
25302,Susanna,Minakawa,Development
464524,Youssef,Minakawa,Development
10726,Zita,Minakawa,Development
13738,Bangqing,Mitchem,Development
463808,Berni,Mitchem,Development
212737,Eckart,Mitchem,Sales
224044,Ingemar,Mitchem,Development
223729,Nahla,Mitchem,Development
233822,Nathan,Mitchem,Development
17159,Quingbo,Mitchem,Development
103668,Remmert,Mitchem,Development
284714,Sadok,Mitchem,Development
63744,Shaw,Mitchem,Development
258096,Shirish,Mitchem,Sales
105886,Stafford,Mitchem,Sales
32765,Yurij,Mitchem,Development
222559,Arvind,Mitina,Sales
82981,Fayez,Mitina,Development
275001,Katsuo,Mitina,Sales
78511,Pramod,Mitina,Development
468476,Prasadram,Mitina,Development
47821,Raimond,Mitina,Development
69387,Danny,Mitsuhashi,Development
286128,Eckart,Mitsuhashi,Sales
105544,Feiyu,Mitsuhashi,Development
53436,Filipe,Mitsuhashi,Development
476106,Guiseppe,Mitsuhashi,Sales
18994,Leszek,Mitsuhashi,Sales
44397,Moon,Mitsuhashi,Development
93825,Rosella,Mitsuhashi,Development
45788,Shiv,Mitsuhashi,Development
264667,Uwe,Mitsuhashi,Sales
34406,Yefim,Mitsuhashi,Sales
35273,Zsolt,Mitsuhashi,Sales
427899,Angus,Mitzlaff,Development
207190,Dinkar,Mitzlaff,Development
40829,Jianhui,Mitzlaff,Sales
219519,Kazunori,Mitzlaff,Sales
44189,Shaibal,Mitzlaff,Development
203775,Shirish,Mitzlaff,Development
11567,Teiji,Mitzlaff,Sales
434832,Vojin,Mitzlaff,Sales
85696,Wuxu,Mitzlaff,Sales
247220,Aimee,Miyakawa,Sales
100274,Fei,Miyakawa,Sales
75186,Filipp,Miyakawa,Sales
224467,Gad,Miyakawa,Development
21980,Gen,Miyakawa,Sales
40360,Harjit,Miyakawa,Development
273032,Jongsuk,Miyakawa,Development
401843,Masami,Miyakawa,Development
74388,Mokhtar,Miyakawa,Development
57492,Parto,Miyakawa,Sales
259517,Tremaine,Miyakawa,Development
413671,Aral,Moehrke,Sales
259202,Bodh,Moehrke,Development
421040,Chuanyi,Moehrke,Development
293342,Dekang,Moehrke,Sales
415924,Eran,Moehrke,Development
91885,Fai,Moehrke,Development
404074,Horward,Moehrke,Development
279776,Mohammed,Moehrke,Sales
457457,Nahid,Moehrke,Development
293863,Xudong,Moehrke,Development
437241,Angus,Moffat,Sales
473475,Dinkar,Moffat,Development
266647,Domenick,Moffat,Sales
253930,KayLiang,Moffat,Development
243005,Leszek,Moffat,Development
254950,Sachar,Moffat,Development
435553,Somnath,Moffat,Sales
465725,Youngkon,Moffat,Development
83748,Hyuncheol,Molberg,Development
211299,Jaber,Molberg,Development
37887,Limsoon,Molberg,Development
281261,Shuichi,Molberg,Sales
425759,Tiina,Molberg,Sales
286467,Ult,Molberg,Sales
476983,Ziyad,Molberg,Development
228358,Goetz,Molenaar,Development
104402,Gonzalo,Molenaar,Sales
416026,Inderjeet,Molenaar,Sales
251862,Kauko,Molenaar,Development
54257,Satoru,Molenaar,Development
453972,Shem,Molenaar,Sales
42471,Susanna,Molenaar,Development
417328,Xinyu,Molenaar,Sales
482672,Ymte,Molenaar,Development
246446,Arlette,Molenkamp,Development
67729,Candida,Molenkamp,Development
451482,Cathie,Molenkamp,Development
202701,Elgin,Molenkamp,Development
273201,Feipei,Molenkamp,Development
104005,Ibibia,Molenkamp,Development
71871,Kien,Molenkamp,Sales
220007,Maren,Molenkamp,Development
464310,Marit,Molenkamp,Sales
53103,Nechama,Molenkamp,Sales
67306,Peternela,Molenkamp,Development
42681,Radhakrishnan,Molenkamp,Development
475868,Taiji,Molenkamp,Development
80791,Takahiro,Molenkamp,Development
73336,Zhongwei,Molenkamp,Sales
457299,Zito,Molenkamp,Development
68692,Behnaam,Monarch,Development
76539,Cordelia,Monarch,Development
410813,Eckart,Monarch,Development
24118,Elliott,Monarch,Sales
419669,Florina,Monarch,Sales
285572,Huiqun,Monarch,Development
284674,Krassimir,Monarch,Sales
458851,Larisa,Monarch,Sales
493057,Lijia,Monarch,Development
244524,Mabhin,Monarch,Development
473605,Nectarios,Monarch,Development
499519,Tamiya,Monarch,Development
103665,Tomoyuki,Monarch,Development
433949,Alejandra,Mondadori,Development
236259,Baruch,Mondadori,Sales
289281,Basant,Mondadori,Development
29199,Chaoyi,Mondadori,Sales
405746,Heon,Mondadori,Sales
216642,Kazuhiko,Mondadori,Sales
400500,Mara,Mondadori,Development
426841,Otilia,Mondadori,Development
410184,Sandeepan,Mondadori,Development
206686,Shin,Mondadori,Sales
453161,Shuho,Mondadori,Development
441117,Xiahua,Mondadori,Development
104021,Yonghoan,Mondadori,Development
467876,Zeydy,Mondadori,Sales
216860,Akeel,Monkewich,Development
401474,Keung,Monkewich,Development
413001,Nitsan,Monkewich,Sales
298700,Teunis,Monkewich,Sales
485844,Tsvetan,Monkewich,Sales
479559,Yuchang,Monkewich,Sales
70040,Along,Montemayor,Development
431773,Chuanti,Montemayor,Sales
449386,Kwan,Montemayor,Sales
437608,Marko,Montemayor,Development
289079,Xiaobin,Montemayor,Development
59520,Babette,Montresor,Development
225230,Berthier,Montresor,Development
222720,Dayanand,Montresor,Development
68005,Hilary,Montresor,Development
427780,Khue,Montresor,Sales
99153,Maik,Montresor,Development
44691,Munir,Montresor,Sales
30846,Nidapan,Montresor,Development
39747,Pohua,Montresor,Development
56314,Bowen,Morrey,Sales
407137,Elliott,Morrey,Sales
251268,Gor,Morrey,Sales
483840,Manohar,Morrey,Development
296081,Marie,Morrey,Development
208218,Masaru,Morrey,Development
66485,Nadjib,Morrey,Development
202276,Arif,Morrin,Development
237794,Fei,Morrin,Sales
99210,Irene,Morrin,Development
472706,Kerryn,Morrin,Sales
14582,Kiyokazu,Morrin,Development
288746,Leif,Morrin,Development
87585,Oscar,Morrin,Development
17916,Sukumar,Morrin,Development
403979,Xinglin,Morrin,Sales
221127,Ziva,Morrin,Development
465757,Brewster,Morris,Development
432861,Kshitij,Morris,Development
208685,Lokesh,Morris,Development
27365,Mang,Morris,Sales
232638,Morrie,Morris,Development
27654,Sajjan,Morris,Development
244454,Akeno,Morrow,Development
247817,Chaoyi,Morrow,Development
290062,Godehard,Morrow,Development
436433,Ibibia,Morrow,Development
436074,Jessie,Morrow,Development
426052,Manohar,Morrow,Sales
436144,Mark,Morrow,Development
290864,Ohad,Morrow,Development
85555,Parke,Morrow,Development
262866,Poorav,Morrow,Development
462282,Adly,Morton,Sales
24534,Berni,Morton,Development
491135,Changho,Morton,Development
21580,Debatosh,Morton,Development
459083,Eishiro,Morton,Development
105410,Foong,Morton,Development
483144,Janalee,Morton,Sales
479038,Mitchel,Morton,Development
409011,Ramya,Morton,Sales
448214,Sumant,Morton,Development
78488,Toshimori,Morton,Development
76916,Yonghong,Morton,Development
429493,Adib,Motley,Development
221086,Baziley,Motley,Development
34051,Jordanka,Motley,Development
241580,Ortrun,Motley,Development
228576,Owen,Motley,Sales
23877,Tesuro,Motley,Sales
202372,Bernardo,Msuda,Sales
241427,Fei,Msuda,Development
480199,Fumiyo,Msuda,Sales
24209,Hilary,Msuda,Development
18316,Hongzue,Msuda,Development
295997,Kensei,Msuda,Development
433321,Mabo,Msuda,Development
18927,Muneo,Msuda,Development
220343,Siamak,Msuda,Sales
208473,Toshimitsu,Msuda,Development
39712,Chirstian,Muchinsky,Sales
12490,Jackson,Muchinsky,Development
495711,Kiyomitsu,Muchinsky,Development
17222,Leen,Muchinsky,Development
436836,Mads,Muchinsky,Sales
65387,Nathalie,Muchinsky,Development
404980,Nitsan,Muchinsky,Sales
298802,Shan,Muchinsky,Sales
53012,Yongdong,Muchinsky,Sales
292533,Zine,Muchinsky,Sales
422851,Basant,Muhlberg,Development
212136,IEEE,Muhlberg,Development
38328,Richard,Muhlberg,Sales
446352,Sariel,Muhlberg,Development
67823,Szabolcs,Muhlberg,Development
475218,Basant,Muhling,Development
457201,Bowen,Muhling,Development
95285,Dipayan,Muhling,Development
297381,Gio,Muhling,Sales
488630,Heejo,Muhling,Sales
445138,Janalee,Muhling,Development
50034,Jixiang,Muhling,Development
241595,Oddvar,Muhling,Sales
227358,Rafols,Muhling,Development
292038,Roddy,Muhling,Development
275533,Takanari,Muhling,Sales
101428,Tiina,Muhling,Development
54044,Yuuichi,Muhling,Sales
402241,Akhilish,Mukaidono,Development
38842,Alper,Mukaidono,Development
400223,Angel,Mukaidono,Development
493808,Constantijn,Mukaidono,Development
447072,George,Mukaidono,Development
409648,Kenton,Mukaidono,Development
93682,Mari,Mukaidono,Development
439357,Srinidhi,Mukaidono,Development
205251,Fai,Mullainathan,Sales
75755,Harjit,Mullainathan,Development
287717,Inderjeet,Mullainathan,Development
448813,Khosrow,Mullainathan,Sales
476282,Ohad,Mullainathan,Development
25220,Shuho,Mullainathan,Development
105634,Szabolcs,Mullainathan,Sales
17436,Chirstian,Munawer,Sales
71894,Guther,Munawer,Development
470364,Pranas,Munawer,Development
273367,Shalesh,Munawer,Development
99097,Toshiki,Munawer,Development
222994,Valeska,Munawer,Development
474220,Vishwani,Munawer,Development
251851,Yongmin,Munawer,Development
202179,Emran,Munch,Development
428842,Gennadi,Munch,Development
236574,Jacqueline,Munch,Development
463519,Navid,Munch,Sales
36965,Yechiam,Munch,Development
12489,Arnould,Munck,Development
36599,Genevieve,Munck,Development
279510,Makato,Munck,Sales
20042,Margareta,Munck,Sales
288456,Mariusz,Munck,Development
43709,Mohua,Munck,Sales
65706,Troy,Munck,Development
277144,Vishv,Munck,Sales
462237,Achilleas,Mundy,Development
247086,Boaz,Mundy,Sales
101608,Girolamo,Mundy,Sales
289619,Jiafu,Mundy,Sales
468950,Jovan,Mundy,Development
264559,Kiyotoshi,Mundy,Development
205899,Radoslaw,Mundy,Sales
451422,Ranga,Mundy,Sales
87234,Boriana,Mungall,Sales
410106,Ger,Mungall,Sales
212205,Golgen,Mungall,Development
208256,Hugh,Mungall,Development
225085,Niclas,Mungall,Development
482123,Nobuyoshi,Mungall,Sales
260693,Oksana,Mungall,Development
251470,Sadegh,Mungall,Development
433077,Zongyan,Mungall,Sales
264311,Christoper,Muniz,Development
256461,Khedija,Muniz,Sales
207178,Masasuke,Muniz,Development
264955,Souichi,Muniz,Sales
209771,Vitali,Muniz,Sales
56400,Froduald,Munke,Development
47849,Gao,Munke,Development
281935,Kasturi,Munke,Development
253465,Rayond,Munke,Sales
437985,Reuven,Munke,Sales
62821,Tomokazu,Munke,Development
434957,Chandrasekaran,Munos,Development
63672,Fei,Munos,Development
60767,Gianluca,Munos,Sales
208883,Herb,Munos,Development
40563,Hongzhu,Munos,Development
91563,Hugh,Munos,Development
264860,Menkae,Munos,Development
103897,Vivian,Munos,Development
408948,Arve,Munoz,Development
296016,Ayakannu,Munoz,Sales
424491,Caolyn,Munoz,Sales
54932,Kamakshi,Munoz,Sales
18809,Laurentiu,Munoz,Sales
288949,Munehiro,Munoz,Development
251839,Nahum,Munoz,Development
24696,Ohad,Munoz,Development
218423,Arlette,Munro,Development
408771,Chanjung,Munro,Sales
261526,Fumiyo,Munro,Sales
94285,Goa,Munro,Development
48626,Jianwen,Munro,Development
37891,Sumali,Munro,Development
226367,Ung,Munro,Sales
89887,Zhonghui,Munro,Sales
87078,Boalin,Muntz,Development
61211,Lakshmi,Muntz,Development
215379,Martina,Muntz,Development
29425,Mingdong,Muntz,Development
50075,Shaz,Muntz,Sales
63743,Shugo,Muntz,Development
250244,Shunichi,Muntz,Sales
24862,Susumu,Muntz,Sales
416204,Amalendu,Murillo,Development
458830,Denny,Murillo,Development
427845,Franziska,Murillo,Development
98753,Franziska,Murillo,Sales
438672,Phuoc,Murillo,Development
82278,Tomokazu,Murillo,Sales
411962,Tooru,Murillo,Sales
89882,Abdulla,Murrill,Development
72211,Apostol,Murrill,Development
248544,Basim,Murrill,Sales
447399,Brewster,Murrill,Development
477140,Christfried,Murrill,Sales
265762,George,Murrill,Development
271179,Jaewoo,Murrill,Sales
441208,Nitsan,Murrill,Development
415770,Shigenori,Murrill,Development
422056,Wonhee,Murrill,Development
228320,Wonhee,Murrill,Sales
449485,Along,Murtafg,Development
453704,Alper,Murtafg,Development
57837,Aria,Murtafg,Development
435345,Karoline,Murtafg,Development
222359,Kristen,Murtafg,Development
294450,Marko,Murtafg,Development
239273,Martine,Murtafg,Development
27961,Wojceich,Murtafg,Development
273108,Zhiguo,Murtafg,Development
417576,Adhemar,Murtagh,Sales
234310,Bojan,Murtagh,Sales
499920,Christ,Murtagh,Sales
499816,Debatosh,Murtagh,Development
438930,Luerbio,Murtagh,Development
242818,Malu,Murtagh,Development
424379,Menkae,Murtagh,Development
495014,Shaz,Murtagh,Development
98192,Sumali,Murtagh,Development
36799,Tetsushi,Murtagh,Development
260551,Alper,Murtha,Development
27107,Lansing,Murtha,Development
49682,Toshimori,Murtha,Sales
466058,Zhonghui,Murtha,Sales
91521,Akeel,Murthy,Sales
91510,Chandrasekaran,Murthy,Development
205150,Denis,Murthy,Development
217998,Dipankar,Murthy,Development
297122,Jiann,Murthy,Development
281877,Mana,Murthy,Development
412081,Tooru,Murthy,Development
60991,Ung,Murthy,Sales
429425,Duke,Nanard,Development
86831,KayLiang,Nanard,Sales
284655,Mohd,Nanard,Sales
242717,Mori,Nanard,Development
12541,Shih,Nanard,Sales
20624,Xiong,Nanard,Development
54783,Abdelghani,Nannarelli,Development
39656,Annemarie,Nannarelli,Sales
47010,Goh,Nannarelli,Sales
107517,Haldon,Nannarelli,Sales
231436,Hironobu,Nannarelli,Development
484352,Munehiro,Nannarelli,Sales
295543,Navin,Nannarelli,Development
257369,Prasadram,Nannarelli,Development
414256,Rosalie,Nannarelli,Development
285664,Satyanarayana,Nannarelli,Development
67968,Christoper,Narahara,Sales
66828,Frederique,Narahara,Development
240690,Jungsoon,Narahara,Development
484010,Udaiprakash,Narahara,Sales
226121,Vidar,Narahara,Development
34536,Danil,Narahari,Development
480135,Danny,Narahari,Development
401201,Felicidad,Narahari,Development
451579,Hyuncheol,Narahari,Development
478204,Arne,Narlikar,Development
10642,Hirochika,Narlikar,Development
11162,Kauko,Narlikar,Development
47008,Radhika,Narlikar,Development
51062,Werner,Narlikar,Sales
22234,Arno,Narwekar,Development
237012,Berhard,Narwekar,Development
32150,Chenxi,Narwekar,Sales
25656,Eben,Narwekar,Development
274119,Hugo,Narwekar,Development
79042,Iara,Narwekar,Development
37577,Mansur,Narwekar,Sales
446045,Margareta,Narwekar,Sales
409162,Nevio,Narwekar,Sales
34999,Shim,Narwekar,Development
54528,Tomoyuki,Narwekar,Development
298872,Weijing,Narwekar,Development
18297,Guther,Nastansky,Sales
452265,Hisao,Nastansky,Development
404234,Khoa,Nastansky,Sales
42504,Krisda,Nastansky,Development
251004,Kwangjo,Nastansky,Development
18671,Shan,Nastansky,Development
467706,Xianlong,Nastansky,Sales
474641,Xinan,Nastansky,Development
439604,Bernd,Nations,Sales
228973,Cheong,Nations,Development
236328,Chinhyun,Nations,Development
405753,Kotesh,Nations,Development
69632,Limsoon,Nations,Development
491415,Sanjoy,Nations,Sales
290685,Spyrose,Nations,Development
50954,Yishay,Nations,Development
451589,Angus,Naudin,Sales
107246,Eran,Naudin,Development
207317,Francoise,Naudin,Sales
454750,Fumitake,Naudin,Development
84114,Gaetan,Naudin,Development
299421,Heeju,Naudin,Development
444922,Jordanka,Naudin,Sales
87144,Kshitij,Naudin,Development
88449,Lihong,Naudin,Development
269237,Maik,Naudin,Sales
434534,Marla,Naudin,Development
10795,Supot,Naudin,Sales
74542,Adin,Naumovich,Sales
219548,Anestis,Naumovich,Sales
450735,Chaitali,Naumovich,Sales
94164,Frazer,Naumovich,Sales
433271,Freyja,Naumovich,Development
482816,Freyja,Naumovich,Development
211596,Indrajit,Naumovich,Sales
21674,Kannan,Naumovich,Development
465146,Naftaly,Naumovich,Sales
102741,Palash,Naumovich,Sales
472221,Takahiro,Naumovich,Development
56329,Zhenhua,Naumovich,Development
20621,Arumugam,Navazio,Sales
105234,Frederique,Navazio,Development
85206,Shahar,Navazio,Development
19663,Sverrir,Navazio,Sales
422558,Aris,Negoita,Sales
415365,Dipankar,Negoita,Sales
411302,George,Negoita,Development
261249,Gift,Negoita,Development
417923,Jahangir,Negoita,Development
416469,Kristina,Negoita,Sales
98905,Nikolaos,Negoita,Development
271545,Temple,Negoita,Sales
461907,Van,Negoita,Sales
50019,Aloke,Neiman,Development
79704,Ipke,Neiman,Development
257630,Jongsuk,Neiman,Sales
243689,Koichi,Neiman,Sales
90765,Lein,Neiman,Development
499035,Lene,Neiman,Sales
87158,Nahid,Neiman,Development
414131,Taisook,Neiman,Sales
470673,Yongqiao,Neiman,Development
48999,Boriana,Neimat,Development
97781,Divine,Neimat,Sales
38476,Godehard,Neimat,Development
480344,Hatem,Neimat,Development
52746,Ingmar,Neimat,Development
214682,Jaroslava,Neimat,Sales
93130,Kwun,Neimat,Sales
428372,Licheng,Neimat,Development
446505,Lubomir,Neimat,Development
400203,Marl,Neimat,Development
413066,Rayond,Neimat,Development
255837,Shigeo,Neimat,Development
279519,Trygve,Neimat,Development
104520,Vishv,Neimat,Sales
458972,Emdad,Nergos,Development
236041,Girolamo,Nergos,Sales
94425,Kersti,Nergos,Sales
266024,Shooichi,Nergos,Development
413919,Shushma,Nergos,Sales
14853,Taiji,Nergos,Development
410262,Tristan,Nergos,Development
220955,Houman,Nicolson,Development
415518,Jinpo,Nicolson,Development
28161,Kwan,Nicolson,Sales
486253,Rosalie,Nicolson,Development
441240,Shounak,Nicolson,Development
425489,Toshimi,Nicolson,Development
283829,Along,Niizuma,Sales
52961,Arun,Niizuma,Development
71715,Eberhardt,Niizuma,Sales
80981,Fumitake,Niizuma,Development
427024,Munenori,Niizuma,Sales
496558,Yahiko,Niizuma,Sales
267599,Youjian,Niizuma,Development
489893,Yuriy,Niizuma,Development
108053,Abdelghani,Nilsson,Sales
277361,Cedric,Nilsson,Development
201729,Fuqing,Nilsson,Development
455758,Garnet,Nilsson,Development
443208,Nakhoon,Nilsson,Development
281776,Radoslaw,Nilsson,Sales
238202,Waiman,Nilsson,Development
68142,Aran,Nishimukai,Sales
77641,Berni,Nishimukai,Sales
65559,Feipei,Nishimukai,Sales
432683,Gina,Nishimukai,Development
64093,Hyuckchul,Nishimukai,Development
91775,Kristian,Nishimukai,Development
491251,Maria,Nishimukai,Development
80873,Marsal,Nishimukai,Sales
469362,Martine,Nishimukai,Development
254069,Uli,Nishimukai,Development
30330,Caolyn,Nitsch,Sales
242886,Guadalupe,Nitsch,Development
242789,Hitomi,Nitsch,Development
211040,Jaihie,Nitsch,Sales
403556,Mokhtar,Nitsch,Development
468840,Sarita,Nitsch,Sales
457770,Ute,Nitsch,Sales
49436,Chanjung,Nitsche,Development
42936,Chuanti,Nitsche,Sales
262611,Georgy,Nitsche,Development
246658,Hatim,Nitsche,Development
11647,Magy,Nitsche,Development
470716,Munehiko,Nitsche,Development
411752,Remko,Nitsche,Development
213035,Shuichi,Nitsche,Sales
451426,Tetsushi,Nitsche,Development
268108,Yonghong,Nitsche,Development
250080,Zhensheng,Nitsche,Development
408825,Alair,Nitta,Development
218661,Haldon,Nitta,Sales
259102,Jiong,Nitta,Development
74413,Juichirou,Nitta,Development
107996,Licheng,Nitta,Sales
261194,Nimmagadda,Nitta,Development
457206,Zhiguo,Nitta,Development
238155,Adil,Nittel,Development
102061,Niclas,Nittel,Development
43040,Ulises,Nittel,Sales
409518,Duangkaew,Nitto,Development
494327,Lillian,Nitto,Development
82601,Munehiko,Nitto,Development
83778,Premsyl,Nitto,Sales
253697,Zeydy,Nitto,Development
404233,Baziley,Nivat,Sales
27193,Dulce,Nivat,Development
200116,Eben,Nivat,Sales
439106,Guiseppe,Nivat,Sales
233858,Irena,Nivat,Development
93321,Masako,Nivat,Sales
469384,Shahab,Nivat,Sales
217484,Subhrajyoti,Nivat,Development
482497,Tesuro,Nivat,Development
420669,Alenka,Nollmann,Development
282670,Becky,Nollmann,Development
446978,Hyuckchul,Nollmann,Sales
255836,Pranjal,Nollmann,Development
233701,Shen,Nollmann,Sales
78692,Turgut,Nollmann,Development
497023,Jamaludin,Nooteboom,Sales
290981,Mona,Nooteboom,Development
25797,Morrie,Nooteboom,Development
493581,Shaibal,Nooteboom,Development
83443,Shigeu,Nooteboom,Development
63427,Takahito,Nooteboom,Sales
405924,Udi,Nooteboom,Development
287238,Yoshimitsu,Nooteboom,Development
458015,Amalendu,Noriega,Development
261135,Chriss,Noriega,Development
415251,Domenick,Noriega,Development
248959,Elrique,Noriega,Sales
26812,Licheng,Noriega,Development
288813,Licheng,Noriega,Sales
488631,Marsha,Noriega,Sales
448861,Odysseas,Noriega,Development
249415,Panayotis,Noriega,Development
10969,Premal,Noriega,Development
257915,Subir,Noriega,Sales
269394,Teiji,Noriega,Development
427488,Bingning,Norsworthy,Sales
433307,Filipp,Norsworthy,Sales
36760,Fumiyo,Norsworthy,Development
441103,Hongzhu,Norsworthy,Development
461990,Jacopo,Norsworthy,Sales
233121,Lucian,Norsworthy,Development
462705,Mohit,Norsworthy,Sales
51690,Xiping,Norsworthy,Sales
261010,Fei,Nourani,Development
15030,Rasikan,Nourani,Sales
47047,Shugo,Nourani,Development
19633,Tayeb,Nourani,Development
440872,Vishwani,Nourani,Development
267946,Candida,Nyanchama,Sales
431410,Kensei,Nyanchama,Development
72625,Moti,Nyanchama,Development
474569,Paraskevi,Nyanchama,Sales
273617,Theron,Nyanchama,Sales
426994,Zito,Nyanchama,Sales
446287,Bilhanan,Nyrup,Development
90680,Frederique,Nyrup,Development
23633,Jinpo,Nyrup,Sales
29527,Adamantios,Oaver,Sales
207276,Ramalingam,Oaver,Development
457990,Taiji,Oaver,Development
15066,Tomokazu,Oaver,Development
99567,Christfried,Oberman,Development
274278,Horward,Oberman,Development
447396,Kazuyasu,Oberman,Sales
20075,Mikhail,Oberman,Development
277038,Ottavia,Oberman,Development
260949,Sudharsan,Oberman,Sales
210677,Gor,Oehlmann,Sales
30546,Janalee,Oehlmann,Sales
250624,Mayuri,Oehlmann,Sales
219584,Parto,Oehlmann,Development
445772,Tuval,Oehlmann,Development
23952,Valdiodio,Oehlmann,Sales
293424,Arumugam,Ohori,Development
496928,Chikara,Ohori,Development
474386,Collette,Ohori,Development
29366,Domenico,Ohori,Sales
263829,Jagoda,Ohori,Development
94120,Limsoon,Ohori,Development
273563,Shaz,Ohori,Development
91265,Somnath,Ohori,Sales
261510,Takahito,Ohori,Development
63738,Yunming,Ohori,Development
220374,Yurij,Ohori,Development
30101,Berni,Olano,Development
233097,Djenana,Olano,Development
201645,Gino,Olano,Sales
428466,Jianhua,Olano,Sales
16201,Krassimir,Olano,Development
274087,Mari,Olano,Development
224162,Munenori,Olano,Sales
458868,Xudong,Olano,Development
407951,Youngkon,Olano,Sales
92063,Deniz,Olivero,Sales
35096,Gaetan,Olivero,Development
223788,Jinya,Olivero,Development
244791,Kauko,Olivero,Sales
458135,Navid,Olivero,Development
295068,Shem,Olivero,Sales
43014,Vitali,Olivero,Sales
421050,Zita,Olivero,Development
270259,Christoper,Onuegbe,Development
206578,Deborah,Onuegbe,Sales
480192,Dhritiman,Onuegbe,Sales
37975,Garnet,Onuegbe,Development
219236,Jinya,Onuegbe,Development
237663,Junsik,Onuegbe,Development
290505,Kien,Onuegbe,Development
249613,Magy,Onuegbe,Sales
96122,Muzhong,Onuegbe,Sales
268436,Phuoc,Onuegbe,Development
494798,Amabile,Openshaw,Development
211492,Arch,Openshaw,Sales
15329,Fan,Openshaw,Development
289103,Francesca,Openshaw,Development
206639,Gad,Openshaw,Development
74027,Goo,Openshaw,Development
235862,Neven,Openshaw,Development
254456,Sanjoy,Openshaw,Development
23676,Sham,Openshaw,Sales
22381,Uma,Openshaw,Sales
24725,Yechezkel,Openshaw,Sales
484020,Ayakannu,Oppitz,Development
263777,Janche,Oppitz,Development
62374,Ortrud,Oppitz,Development
484997,Ravishankar,Oppitz,Development
106678,Vishwani,Oppitz,Sales
243766,Xinyu,Oppitz,Development
109793,Zhanqiu,Oppitz,Development
242114,Angus,Orlowska,Sales
89507,Diederik,Orlowska,Development
400696,Lillian,Orlowska,Development
498494,Mack,Orlowska,Development
27295,Marc,Orlowska,Development
469958,Mikhail,Orlowska,Sales
287505,Neelam,Orlowska,Development
281906,Phuoc,Orlowska,Development
239295,Pragnesh,Orlowska,Sales
49075,Ravishankar,Orlowska,Development
47876,Shigeaki,Orlowska,Sales
484748,Shridhar,Orlowska,Sales
249078,Tremaine,Orlowska,Development
249708,Anoosh,Orlowski,Development
89022,Atilio,Orlowski,Sales
226017,Badri,Orlowski,Development
432566,Dzung,Orlowski,Sales
497113,Edwin,Orlowski,Sales
484504,Gou,Orlowski,Sales
18673,Ohad,Orlowski,Development
285675,Deborah,Orsini,Sales
490619,Flemming,Orsini,Development
219742,Jahangir,Orsini,Development
428630,Jenwei,Orsini,Sales
221824,Parviz,Orsini,Sales
280979,Remmert,Orsini,Sales
493368,Siddarth,Orsini,Development
22437,Xiaoqiu,Orsini,Development
57740,Georgi,Osgood,Development
73110,Gift,Osgood,Development
221683,Gritta,Osgood,Development
215285,Kazuhira,Osgood,Sales
464600,Martijn,Osgood,Development
87693,Mikhail,Osgood,Development
53509,Radoslaw,Osgood,Development
296724,Sajjad,Osgood,Development
437882,Salvador,Osgood,Development
292025,Weidon,Osgood,Development
499496,Demin,Oskamp,Development
270957,Foong,Oskamp,Development
485568,Inderjeet,Oskamp,Sales
496662,Malu,Oskamp,Development
53298,Shay,Oskamp,Development
274360,Shuzo,Oskamp,Development
413686,Youngkon,Oskamp,Development
467430,Angel,Ossenbruggen,Development
217109,Arra,Ossenbruggen,Development
77551,Lansing,Ossenbruggen,Sales
77814,Ferdinand,Otillio,Development
247284,Gina,Otillio,Development
257360,Honglan,Otillio,Sales
206427,Nobuyoshi,Otillio,Sales
286878,Sakthirel,Otillio,Sales
108064,Shimshon,Otillio,Development
406428,Subir,Otillio,Development
265720,Yucai,Otillio,Sales
77475,Chinho,Ouhyoung,Development
475077,Claude,Ouhyoung,Sales
89912,Dietrich,Ouhyoung,Development
205225,Duro,Ouhyoung,Development
473560,Subir,Ouhyoung,Development
239443,Teruyuki,Ouhyoung,Development
66291,Tzu,Ouhyoung,Development
472349,Zeljko,Ouhyoung,Sales
250389,Zeydy,Ouhyoung,Development
22370,Aloys,Oxenboll,Sales
281385,Georgi,Oxenboll,Sales
240469,Harngdar,Oxenboll,Sales
282348,Saddek,Oxenboll,Development
247880,Saniya,Oxenboll,Sales
421469,Seongbae,Oxenboll,Development
477655,Serap,Oxenboll,Sales
251798,Urs,Oxenboll,Sales
410581,Yannik,Oxenboll,Development
442364,Barton,Oxman,Development
60815,DAIDA,Oxman,Sales
217643,Guangming,Oxman,Sales
96673,Hironobu,Oxman,Development
41527,Hisao,Oxman,Development
278768,Koichi,Oxman,Development
76493,Mansur,Oxman,Sales
27557,Teunis,Oxman,Sales
49280,Tse,Oxman,Development
406588,Arto,Ozeki,Development
402557,Bernardo,Ozeki,Development
30673,Berry,Ozeki,Sales
428593,Gita,Ozeki,Development
471483,Janalee,Ozeki,Sales
259182,Kellyn,Ozeki,Development
39909,Nectarios,Ozeki,Sales
258386,Oscar,Ozeki,Development
32891,Vasilis,Ozeki,Development
36895,Abdulla,Ozeri,Development
288057,Alejandro,Ozeri,Development
85755,Aloys,Ozeri,Sales
32037,Bader,Ozeri,Development
402606,Goh,Ozeri,Development
78715,Heeju,Ozeri,Development
289419,Kenroku,Ozeri,Sales
207614,Nadjib,Ozeri,Development
33631,Tonny,Ozeri,Sales
